id,date,total_agr_land,workforce,trees,arable_land,ley,perm_grass,perm_crops,prot_cult,add_agr_land,oth_land,qual_landscape,spec_crops,grapes,vegetables,fruits,oth_spec_crops,animal_unit,cattle_animal_unit,dairy_cows,suckler_cows,hor_shee_goa,pigs_poultry,pigs,poultry,eco_proof,organic,farmtype,region,age,educ,cons_general,percep_hail,percep_drought,percep_frost,percep_heavyrain,percep_longrain,percep_heat,cons_farm,self_reduc,self_act,self_cap,self_conf,self_not,legum,legum_eff,conc,conc_eff,add,add_eff,lact,lact_eff,breed,breed_eff,covman,covman_eff,comp,comp_eff,drag,drag_eff,cov,cov_eff,plough,plough_eff,solar,solar_eff,biog,biog_eff,ecodr,ecodr_eff,legum_imag,conc_imag,add_imag,lact_imag,breed_imag,covman_imag,comp_imag,drag_imag,cov_imag,plough_imag,solar_imag,biog_imag,ecodr_imag,activ_dairy,activ_cattle,activ_pig,activ_poultry,activ_arab,activ_special,activ_nonag,attain_ghg,attain_yield,attain_biodiv,attain_soil,attain_incom,attain_acknow,innov_pion,innov_early,innov_thorou,innov_others,innov_trad,satisf_ldw,thresh_ldw,satisf_total,thresh_total,share,others_opinions,soc_impr,soc_inc,soc_env,soc_compinc,soc_compenv,net_name1_neigh,net_name1_work,net_name1_frien,net_name1_fam,net_name1_part,net_name1_club,net_name1_vet,net_name1_ext,net_name1_oth,net_name2_neigh,net_name2_work,net_name2_frien,net_name2_fam,net_name2_part,net_name2_club,net_name2_vet,net_name2_ext,net_name2_oth,net_name3_neigh,net_name3_work,net_name3_frien,net_name3_fam,net_name3_part,net_name3_club,net_name3_vet,net_name3_ext,net_name3_oth,net_name4_neigh,net_name4_work,net_name4_frien,net_name4_fam,net_name4_part,net_name4_club,net_name4_vet,net_name4_ext,net_name4_oth,net_name5_neigh,net_name5_work,net_name5_frien,net_name5_fam,net_name5_part,net_name5_club,net_name5_vet,net_name5_ext,net_name5_oth,net_name6_neigh,net_name6_work,net_name6_frien,net_name6_fam,net_name6_part,net_name6_club,net_name6_vet,net_name6_ext,net_name6_oth,net_name7_neigh,net_name7_work,net_name7_frien,net_name7_fam,net_name7_part,net_name7_club,net_name7_vet,net_name7_ext,net_name7_oth,net_name8_neigh,net_name8_work,net_name8_frien,net_name8_fam,net_name8_part,net_name8_club,net_name8_vet,net_name8_ext,net_name8_oth,net_name9_neigh,net_name9_work,net_name9_frien,net_name9_fam,net_name9_part,net_name9_club,net_name9_vet,net_name9_ext,net_name9_oth,net_name10_neigh,net_name10_work,net_name10_frien,net_name10_fam,net_name10_part,net_name10_club,net_name10_vet,net_name10_ext,net_name10_oth,net_name1_imp,net_name2_imp,net_name3_imp,net_name4_imp,net_name5_imp,net_name6_imp,net_name7_imp,net_name8_imp,net_name9_imp,net_name10_imp,lott_1,lott_2,lott_3,agroconcept,network,GHG_goal,env_goal,biodiv_goal,acknow_goal,yield_goal,income_goal,info_gew,info_resul,interviewtime
11,13.03.2019 17:17,3650,4.25366,50,2207,866,547,12,0,18,335,0,0,0,320,0,12,124.9788,40.8588,0,24.0137,0,84.12,0,84.12,1,0,Livestock,Stammertal,36,1,4,1,2,1,2,1,2,4,3,2,2,4,3,2,NA,1,3,1,4,2,2,2,3,1,4,2,NA,2,3,2,2,2,2,1,3,2,NA,1,4,1,NA,NA,0,0,NA,1,1,0,0,NA,0,NA,4,2,4,1,1,2,3,3,4,4,5,4,4,1,3,4,3,2,3,5,3,3,4,3,1,3,3,2,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,8,10,4,0,5,2,6,3,1,4,5,2,1,1943.2
12,13.03.2019 17:56,5107,4.11218,59,1879,1101,1941,0,0,51,575,0,5,0,5,0,0,69.3598,69.3598,63.8,0,0,0,0,0,1,1,Livestock,Flaachtal,41,1,4,1,2,1,3,2,2,4,5,3,4,3,5,1,4,1,5,2,4,2,4,2,2,1,2,2,2,1,4,1,5,2,3,1,5,2,2,1,3,NA,NA,1,0,0,NA,1,NA,NA,0,NA,0,NA,3,1,5,5,1,2,1,4,3,5,5,5,2,4,5,4,1,5,5,11,5,11,4,1,1,4,5,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,1,1,3,5,4,1,2,6,2,2,1806.6
13,13.03.2019 20:19,120,2.12568,24,3559,381,113,0,0,44,791,0,409,0,409,0,0,1.29,0,0,0,1.19,0.1,0,0.1,1,0,Others,Kohlfirst/Rhein,47,2,4,1,2,1,2,2,2,4,4,5,1,5,5,2,3,2,4,2,3,3,2,3,2,1,2,2,5,1,2,1,4,2,4,2,3,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,5,1,5,2,1,5,1,5,3,4,3,2,4,5,5,1,5,5,2,7,4,7,3,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,2,1,NA,6,12,7,0,9,3,5,4,1,2,6,1,1,3497.2
14,13.03.2019 19:36,2831,1.44539,108,1610,601,620,0,0,0,378,0,0,0,0,0,0,26.5582,26.5582,0,21.2849,0,0,0,0,1,0,Livestock,Thurtal,60,1,4,1,2,1,1,2,2,4,2,2,1,3,2,2,2,1,2,1,5,2,2,2,1,1,3,2,3,2,2,1,3,2,3,2,4,2,2,2,2,1,NA,NA,1,0,NA,0,1,NA,1,1,0,0,2,3,5,4,1,4,2,4,3,5,4,4,4,2,2,1,4,3,4,6,5,6,3,2,1,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,1,0,1,2,3,5,1,6,4,1,2,1357.52
15,13.03.2019 20:49,3813,1.75223,153,2605,143,933,88,0,44,1274,0,88,83,364,5,0,12.6439,12.6439,10.0356,0,0,0,0,0,1,0,Livestock,Thurtal,60,1,4,1,2,2,1,2,2,4,2,1,2,3,2,1,3,1,2,1,2,1,2,2,1,1,4,2,3,1,3,1,3,1,4,2,2,2,2,1,3,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,0,NA,3,3,5,3,1,1,1,5,3,5,5,5,3,4,2,3,3,4,4,6,5,5,3,2,1,2,3,1,2,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,2,2,2,2,2,2,2,2,2,6,8,8,0,10,3,5,6,1,2,4,1,1,3448.81
16,13.03.2019 20:44,4424,3.02111,65,2813,623,935,0,0,10,756,0,0,0,0,0,0,4.854,0,0,0,4.854,0,0,0,1,0,Others,Kohlfirst/Rhein,39,1,5,2,2,2,2,1,2,4,5,5,3,5,5,1,5,2,4,1,4,1,4,2,4,1,5,2,3,1,4,1,4,2,3,2,5,2,5,2,5,NA,0,NA,NA,1,NA,0,NA,NA,1,1,1,1,2,5,5,5,1,2,4,4,2,3,3,2,4,3,4,3,4,5,3,5,3,2,4,3,3,3,4,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,10,9,5,1,2,4,5,6,3,1,2,2,2,1729.25
17,13.03.2019 20:47,1734,1.0049,24,1565,0,156,0,0,5,365,0,0,0,0,0,0,21.8724,21.8724,0,0,0,0,0,0,1,0,Livestock,Thurtal,43,2,4,2,2,2,1,1,2,4,2,4,1,3,3,1,4,2,3,2,NA,3,NA,2,NA,1,5,2,2,1,4,1,4,2,2,1,4,2,2,1,4,NA,0,NA,NA,1,NA,0,NA,NA,0,NA,0,NA,5,1,3,3,1,2,1,4,4,3,4,2,3,2,4,4,4,5,3,6,4,5,3,5,2,4,4,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,9,11,5,0,3,3,6,2,1,5,4,1,2,1469.31
18,13.03.2019 20:45,3005,1.63988,9,2249,25,401,308,0,22,130,0,308,168,0,0,140,0.25,0,0,0,0,0.25,0,0.25,1,0,Arable farming,Flaachtal,31,1,4,1,2,2,2,2,2,4,2,2,1,2,2,2,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2,NA,1,2,2,2,2,2,2,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,5,5,5,3,1,1,1,5,3,5,4,1,3,2,4,3,1,3,2,5,3,3,4,4,1,2,4,4,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,7,9,3,0,5,2,6,4,1,5,3,1,1,822.04
19,13.03.2019 22:31,1465,1.02664,128,713,243,479,10,0,20,688,0,10,10,0,0,0,14.8976,12.1136,12,0,2.56,0.224,0,0.224,1,0,Livestock,Flaachtal,53,1,2,1,2,1,1,1,2,2,4,4,5,5,3,1,5,1,5,1,3,1,5,2,1,1,3,2,3,1,5,2,2,2,2,1,5,2,3,1,4,NA,NA,NA,NA,0,NA,0,NA,1,0,NA,0,NA,1,3,1,1,1,1,1,5,4,5,5,2,3,5,4,3,4,4,1,3,2,2,2,3,2,4,5,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,15,15,8,0,10,4,5,6,1,2,3,1,1,2764.87
20,13.03.2019 22:39,2071,1.56592,25,660,367,998,26,0,20,168,0,26,0,0,26,26,26.9202,24.2702,23.1096,0,2.45,0.2,0,0.2,1,0,Livestock,Stammertal,60,1,4,2,2,1,1,1,2,4,2,2,1,2,2,2,NA,2,NA,2,NA,2,1,2,2,1,2,2,NA,2,3,1,3,2,1,2,3,2,NA,1,3,NA,NA,NA,0,1,NA,0,1,NA,0,0,0,NA,3,3,5,3,2,2,3,4,2,4,4,3,3,1,2,2,3,2,3,5,3,2,4,1,1,1,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,15,8,0,2,2,4,6,1,3,5,2,2,1794.95
21,14.03.2019 07:33,1843,5.39303,14,66,0,52,1708,0,17,55,0,1657,0,0,324,1698,0,0,0,0,0,0,0,0,1,0,Specialized crops,Stammertal,NA,1,3,2,2,1,1,1,2,3,3,3,3,2,4,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2,1,2,1,2,3,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,5,5,5,5,3,1,3,4,4,4,4,4,4,3,3,3,4,4,3,4,3,2,4,3,3,4,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,3,0,1,2,3,6,1,4,5,2,2,1439.69
22,14.03.2019 09:10,6516,4.72324,82,3395,1386,1159,0,0,5,282,0,0,0,0,0,0,84.8934,82.6734,71.8274,0,2.1,0.12,0,0.12,1,0,Livestock,Flaachtal,NA,1,4,1,2,1,2,2,2,4,5,5,2,5,5,2,2,2,1,2,3,2,1,2,1,2,1,2,2,1,4,1,4,2,3,2,2,2,5,1,4,1,1,1,1,1,0,NA,NA,NA,0,0,1,NA,1,5,5,5,1,3,3,4,4,4,5,4,3,3,5,3,5,5,3,8,3,5,4,2,1,4,5,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,2,NA,NA,NA,NA,15,15,8,1,6,2,5,4,1,3,6,2,1,1156.15
23,14.03.2019 10:19,188,1.24984,6,0,0,32,156,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,NA,Specialized crops,Kohlfirst/Rhein,52,1,4,3,2,2,3,1,2,4,1,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,2,2,3,3,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,4,2,5,4,2,2,2,4,3,4,4,1,3,3,4,5,3,3,2,3,4,3,1,4,1,4,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,NA,NA,NA,NA,NA,6,13,4,0,5,3,6,4,1,2,5,1,1,1582.87
24,14.03.2019 11:14,96,0.26794,2,0,0,14,82,0,0,0,0,82,82,0,0,0,0,0,0,0,0,0,0,0,1,0,Specialized crops,Flaachtal,45,3,5,1,2,2,2,2,2,5,3,3,2,4,4,3,4,3,4,3,2,3,2,2,2,1,4,2,NA,2,4,1,2,1,2,2,2,2,NA,1,4,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,0,NA,1,1,2,2,1,2,2,4,2,3,5,1,3,4,4,4,4,4,2,3,3,5,1,3,2,4,4,2,4,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,2,2,1,2,3,2,1,7,12,6,0,10,3,6,5,2,1,4,2,2,2850.33
25,14.03.2019 12:04,2340,1.00751,48,1949,0,247,138,0,6,417,0,138,85,0,53,0,0,0,0,0,0,0,0,0,1,0,Arable farming,Flaachtal,58,1,4,3,2,1,1,2,2,4,2,3,2,2,4,3,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3,NA,1,4,1,3,1,3,2,2,2,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,5,5,1,1,2,5,2,3,5,4,4,3,3,4,4,4,4,8,4,7,4,2,1,4,2,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,NA,NA,NA,NA,NA,NA,6,8,2,0,4,6,2,4,1,5,3,1,1,1842.36
26,14.03.2019 13:24,1944,1.34191,27,965,389,534,1,0,0,446,0,2,0,1,1,1,24.6765,23.2565,20.0274,0,0,1.42,1.02,0.4,1,0,Livestock,Kohlfirst/Rhein,56,2,4,1,2,1,2,2,2,4,3,3,1,3,1,2,1,1,4,1,3,2,4,2,NA,1,3,2,NA,1,3,2,1,2,1,2,NA,2,1,1,3,0,NA,NA,0,0,NA,0,NA,1,0,1,0,NA,1,5,3,5,1,1,1,3,1,3,4,1,1,3,3,3,4,4,2,5,5,7,2,4,1,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,NA,NA,NA,10,5,4,0,7,1,5,4,6,2,3,1,2,1119.17
27,14.03.2019 13:29,960,0.30216,45,748,0,205,7,0,0,649,0,7,0,0,7,0,0.35,0,0,0,0,0.35,0,0.35,1,0,Arable farming,Flaachtal,65,1,4,2,3,1,2,2,3,3,1,1,3,4,1,2,2,2,4,3,4,3,NA,3,NA,2,4,2,1,2,3,2,2,2,1,1,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,4,1,5,2,1,1,2,1,3,3,5,3,4,1,1,2,2,2,2,2,4,4,1,2,2,4,2,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,1,2,NA,NA,NA,NA,4,8,4,0,6,2,5,4,1,3,6,2,1,4637.27
28,14.03.2019 14:21,1892,0.98266,22,1074,272,497,0,0,8,108,0,0,0,261,0,0,20.5339,20.5339,1,15.1863,0,0,0,0,1,0,Livestock,Thurtal,65,1,4,1,2,1,2,3,3,4,1,2,2,2,4,2,NA,2,1,2,4,1,NA,2,NA,1,5,2,3,2,3,2,1,2,2,2,1,2,1,1,4,NA,NA,1,NA,0,NA,0,1,0,0,0,0,NA,5,2,5,5,1,1,3,3,3,3,5,3,5,1,3,4,2,3,2,6,3,3,3,1,1,1,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,3,2,2,4,15,8,0,10,2,3,4,1,5,6,2,2,1765.35
29,14.03.2019 15:38,1235,5.33659,64,68,117,294,700,0,56,13,0,700,675,0,25,0,8.72,0,0,0,8.66,0.06,0,0.06,1,1,Livestock,Stammertal,NA,4,5,3,3,3,3,2,3,4,5,5,4,4,5,1,4,1,5,2,5,3,3,1,4,2,4,1,3,2,4,1,5,1,3,2,5,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,5,5,5,3,1,1,1,5,3,4,4,3,2,5,5,2,4,5,3,7,4,8,3,3,2,5,5,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,1,NA,NA,6,6,5,0,8,4,6,5,2,1,3,1,1,1087.19
30,15.03.2019 10:25,2143,1.35908,72,563,825,685,4,0,66,415,0,4,0,0,4,0,26.6463,26.6463,0,17.3096,0,0,0,0,1,1,Livestock,Stammertal,38,1,4,2,3,2,1,1,2,4,4,4,2,5,5,2,5,2,5,1,5,1,5,2,3,1,4,1,5,1,4,1,5,2,3,1,5,2,NA,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,NA,4,1,4,4,1,1,2,5,2,4,4,3,4,4,5,4,5,4,4,4,4,3,3,4,3,2,4,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,4,7,4,0,10,4,5,6,2,1,3,2,1,5913.81
31,15.03.2019 10:12,4048,4.21357,80,2238,648,1137,5,0,20,302,0,0,0,5,0,0,83.3537,83.3537,80.0466,0,0,0,0,0,1,0,Livestock,Flaachtal,41,3,4,1,2,2,2,2,1,4,3,3,2,2,2,1,2,2,1,2,2,2,1,2,3,1,4,2,1,1,4,1,3,1,4,1,3,2,1,1,4,NA,0,1,0,1,NA,0,NA,NA,NA,NA,1,NA,2,2,3,3,1,2,2,4,3,2,5,1,5,3,3,4,4,2,1,6,3,4,3,2,2,5,3,2,2,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,2,2,NA,NA,NA,8,15,5,1,7,4,5,1,3,2,6,1,1,2430.85
